Circuit,Upstream_Equipment_Number,Upstream_Equipment_ID,Downstream_Equipment_Number,Downstream_Equipment_ID,Check_Type,Phase_Note,Ground_Note
67083402,67083402,DEFAULT_BREAKER,38922408,K_80A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67083402,245P31_662349529,VPST_800A,38915716,K_65A,Recloser-Fuse,Phase upstream: FID 662349529 not in RecloserDatabase,Ground upstream: FID 662349529 not in RecloserDatabase
67083402,67083402,DEFAULT_BREAKER,38921353,K_65A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67083402,67083402,DEFAULT_BREAKER,38933177,K_65A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67083402,67083402,DEFAULT_BREAKER,38930358,K_80A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67083402,67083402,DEFAULT_BREAKER,38928250,K_80A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67083402,67083402,DEFAULT_BREAKER,38928945,K_65A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67083402,67083402,DEFAULT_BREAKER,38923405,K_80A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67083402,67083402,DEFAULT_BREAKER,38933291,K_65A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67083402,67083402,DEFAULT_BREAKER,38917434,K_65A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67083402,67083402,DEFAULT_BREAKER,5V24_786120355,T_80A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67083402,67083402,DEFAULT_BREAKER,38927598,K_65A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67083402,67083402,DEFAULT_BREAKER,38930779,K_80A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67083402,67083402,DEFAULT_BREAKER,10T37 5V20_38927371,T_80A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67083402,67083402,DEFAULT_BREAKER,752098614,UNK_UNKA,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR'); Ground downstream: Cannot determine fuse curve type for 'UNK_UNKA'
67083402,67083402,DEFAULT_BREAKER,38936996,K_65A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67083402,245P31_662349529,VPST_800A,38917024,T_80A,Recloser-Fuse,Phase upstream: FID 662349529 not in RecloserDatabase,Ground upstream: FID 662349529 not in RecloserDatabase
67083402,67083402,DEFAULT_BREAKER,38919750,K_65A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67083402,67083402,DEFAULT_BREAKER,38936990,K_80A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67083402,67083402,DEFAULT_BREAKER,38931053,K_65A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67083402,67083402,DEFAULT_BREAKER,17T1_38924677,T_80A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67083402,67083402,DEFAULT_BREAKER,2LDT65_38934630,K_65A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67083402,67083402,DEFAULT_BREAKER,5V21_38924223,T_80A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67083402,67083402,DEFAULT_BREAKER,38925210,K_65A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67083402,67083402,DEFAULT_BREAKER,38918531,K_80A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67083402,67083402,DEFAULT_BREAKER,38926727,K_65A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67083402,67083402,DEFAULT_BREAKER,38924094,K_80A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67083402,245P31_662349529,VPST_800A,49853720,T_100A,Recloser-Fuse,Phase upstream: FID 662349529 not in RecloserDatabase,Ground upstream: FID 662349529 not in RecloserDatabase
67083402,38924058,K_20A,38929915,K_25A,Fuse-Fuse,,"Ground upstream: i=922.0 (log10=2.9647) is outside the data range [10^1.5919, 10^2.9356]."
67083402,67083402,DEFAULT_BREAKER,2C7C45_786120346,T_80A,Breaker-Fuse,Phase upstream: Relay setting error ('CTR'),Ground upstream: Relay setting error ('CTR')
67083402,67083402,DEFAULT_BREAKER,23BG67_671977350,K_65A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67083402,67083402,DEFAULT_BREAKER,38935508,K_65A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67083402,245P31_662349529,VPST_800A,15L18_38935334,K_50A,Recloser-Fuse,,Ground upstream: FID 662349529 not in RecloserDatabase
67083402,67083402,DEFAULT_BREAKER,38918555,K_65A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67083402,67083402,DEFAULT_BREAKER,5V26_788636722,T_80A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67083402,67083402,DEFAULT_BREAKER,38920520,K_65A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67083402,67083402,DEFAULT_BREAKER,38933027,K_80A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67083402,67083402,DEFAULT_BREAKER,4T11_38930843,K_80A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67083402,67083402,DEFAULT_BREAKER,4T19_38930915,T_80A,Breaker-Fuse,Phase upstream: Relay setting error ('CTR'),Ground upstream: Relay setting error ('CTR')
67083402,67083402,DEFAULT_BREAKER,2C1F10_784763829,T_40A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67083402,67083402,DEFAULT_BREAKER,38933261,K_65A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67083402,67083402,DEFAULT_BREAKER,4T39_38928842,K_65A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67083402,67083402,DEFAULT_BREAKER,2LDT65_38929174,K_65A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67083402,67083402,DEFAULT_BREAKER,38924740,K_80A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67083402,67083402,DEFAULT_BREAKER,38928905,K_65A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67083402,67083402,DEFAULT_BREAKER,38933594,K_65A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67083402,67083402,DEFAULT_BREAKER,5V17_38932717,T_80A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67083402,67083402,DEFAULT_BREAKER,38936074,T_80A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67083402,67083402,DEFAULT_BREAKER,38918366,K_65A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67083402,67083402,DEFAULT_BREAKER,10T37 5V20_38923385,K_25A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67083402,67083402,DEFAULT_BREAKER,398423203,K_25A,Breaker-Fuse,,"Ground upstream: Relay setting error ('CTR'); Ground downstream: i=2830.0 (log10=3.4518) is outside the data range [10^1.7717, 10^3.4144]."
67083402,67083402,DEFAULT_BREAKER,5V24_38923155,T_80A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67083402,67083402,DEFAULT_BREAKER,671522038,K_65A,Breaker-Fuse,Phase upstream: Relay setting error ('CTR'),Ground upstream: Relay setting error ('CTR')
67083402,67083402,DEFAULT_BREAKER,10T35_38931109,K_30A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67083402,67083402,DEFAULT_BREAKER,1X9L62_653496754,VPST_800A,Breaker-Recloser,Phase upstream: Relay setting error ('CTR'),Ground upstream: Relay setting error ('CTR')
67083402,1X9L62_653496754,VPST_800A,245P31_662349529,VPST_800A,Recloser-Recloser,Phase downstream: FID 662349529 not in RecloserDatabase,Ground downstream: FID 662349529 not in RecloserDatabase
67083402,245P31_662349529,VPST_800A,2FFR87_85087547,NVTT_800A,Recloser-Recloser,Phase upstream: FID 662349529 not in RecloserDatabase,Ground upstream: FID 662349529 not in RecloserDatabase
67083402,67083402,DEFAULT_BREAKER,1JLY68_784763854,E_100A,Breaker-Fuse,,Ground upstream: Relay setting error ('CTR')
67131201,67131201,DEFAULT_BREAKER,38926513,K_30A,Breaker-Fuse,"Phase downstream: i=4853.0 (log10=3.6860) is outside the data range [10^1.8914, 10^3.5273].","Ground downstream: i=5210.0 (log10=3.7168) is outside the data range [10^1.8914, 10^3.5273]."
67131202,1LJX86_38919316,K_100A,01AR484_406667729,K_20A,Fuse-Fuse,,"Ground downstream: i=2901.0 (log10=3.4625) is outside the data range [10^1.6881, 10^3.3354]."
67131202,1LJX70_521579433,VPST_800A,2BYC21_780847145,K_25A,Recloser-Fuse,,"Ground downstream: i=2605.0 (log10=3.4158) is outside the data range [10^1.7717, 10^3.4144]."
67131202,67131202,DEFAULT_BREAKER,A35_38922882,K_20A,Breaker-Fuse,"Phase downstream: i=4094.0 (log10=3.6121) is outside the data range [10^1.6881, 10^3.3354].","Ground downstream: i=3698.0 (log10=3.5680) is outside the data range [10^1.6881, 10^3.3354]."
67131202,4S8_790349987,T_100A,38926265,K_25A,Fuse-Fuse,"Phase downstream: i=3957.0 (log10=3.5974) is outside the data range [10^1.7717, 10^3.4144].","Ground downstream: i=3495.0 (log10=3.5434) is outside the data range [10^1.7717, 10^3.4144]."
67131202,38948449,T_40A,38926363,K_25A,Fuse-Fuse,,"Ground downstream: i=3005.0 (log10=3.4778) is outside the data range [10^1.7717, 10^3.4144]."
67131202,1LJY03_499306320,T_80A,38927808,K_25A,Fuse-Fuse,"Phase downstream: i=3287.0 (log10=3.5168) is outside the data range [10^1.7717, 10^3.4144].","Ground downstream: i=2637.0 (log10=3.4211) is outside the data range [10^1.7717, 10^3.4144]."
67131202,10S8_38927877,T_80A,85094679,K_25A,Fuse-Fuse,"Phase downstream: i=3200.0 (log10=3.5051) is outside the data range [10^1.7717, 10^3.4144].",
67131202,38948449,T_40A,38926373,K_25A,Fuse-Fuse,,"Ground downstream: i=2928.0 (log10=3.4666) is outside the data range [10^1.7717, 10^3.4144]."
67131202,10S8_38927877,T_80A,160666872,K_25A,Fuse-Fuse,"Phase downstream: i=3195.0 (log10=3.5045) is outside the data range [10^1.7717, 10^3.4144].",
67131202,38926413,T_80A,38926489,K_25A,Fuse-Fuse,"Phase downstream: i=4630.0 (log10=3.6656) is outside the data range [10^1.7717, 10^3.4144].","Ground downstream: i=4684.0 (log10=3.6706) is outside the data range [10^1.7717, 10^3.4144]."
67131202,38927891,T_40A,10SEC2_38927852,K_25A,Fuse-Fuse,,"Ground downstream: i=2659.0 (log10=3.4247) is outside the data range [10^1.7717, 10^3.4144]."
67131202,1LJX70_521579433,VPST_800A,12S11-2_38927869,K_25A,Recloser-Fuse,,"Ground downstream: i=2709.0 (log10=3.4328) is outside the data range [10^1.7717, 10^3.4144]."
67131202,1LJX70_521579433,VPST_800A,38916154,K_25A,Recloser-Fuse,,"Ground downstream: i=2725.0 (log10=3.4354) is outside the data range [10^1.7717, 10^3.4144]."
67131202,67131202,DEFAULT_BREAKER,38929087,K_25A,Breaker-Fuse,,"Ground downstream: i=3997.0 (log10=3.6017) is outside the data range [10^1.7717, 10^3.4144]."
67131202,10SEC2_38927852,K_25A,1FHA13_38927860,K_25A,Fuse-Fuse,,"Ground upstream: i=2617.0 (log10=3.4178) is outside the data range [10^1.6981, 10^3.0549].; Ground downstream: i=2617.0 (log10=3.4178) is outside the data range [10^1.7717, 10^3.4144]."
67131202,1LJX70_521579433,VPST_800A,23NN85_38927939,K_25A,Recloser-Fuse,"Phase downstream: i=3489.0 (log10=3.5427) is outside the data range [10^1.7717, 10^3.4144].","Ground downstream: i=2872.0 (log10=3.4582) is outside the data range [10^1.7717, 10^3.4144]."
67131202,1LJX70_521579433,VPST_800A,38927923,K_25A,Recloser-Fuse,"Phase downstream: i=3229.0 (log10=3.5091) is outside the data range [10^1.7717, 10^3.4144].",
67131202,1LJX70_521579433,VPST_800A,1LJX72_38927830,K_25A,Recloser-Fuse,,"Ground downstream: i=3336.0 (log10=3.5232) is outside the data range [10^1.7717, 10^3.4144]."
67131202,1LJX70_521579433,VPST_800A,38927949,K_25A,Recloser-Fuse,"Phase downstream: i=3748.0 (log10=3.5738) is outside the data range [10^1.7717, 10^3.4144].","Ground downstream: i=3196.0 (log10=3.5046) is outside the data range [10^1.7717, 10^3.4144]."
67131203,1DTQ80_852921571,VPST_800A,1DRD79_38923947,T_80A,Recloser-Fuse,,Ground upstream: FID 852921571 not in RecloserDatabase
67131203,D14_668756180,TRIPSAVER_II_200A,1CTD92_525216425,K_25A,TripSaver-Fuse,"Phase downstream: i=3643.0 (log10=3.5615) is outside the data range [10^1.7717, 10^3.4144].","Ground downstream: i=3116.0 (log10=3.4936) is outside the data range [10^1.7717, 10^3.4144]."
67131203,1DTQ80_852921571,VPST_800A,396199184,T_80A,Recloser-Fuse,,Ground upstream: FID 852921571 not in RecloserDatabase
67131203,1DTQ80_852921571,VPST_800A,1E2B40_38935104,T_80A,Recloser-Fuse,,Ground upstream: FID 852921571 not in RecloserDatabase
67131203,1DTQ80_852921571,VPST_800A,1DRP47_38935098,T_80A,Recloser-Fuse,,Ground upstream: FID 852921571 not in RecloserDatabase
67131203,2Q9E19_854209836,VPST_800A,373475301,K_20A,Recloser-Fuse,"Phase downstream: i=2851.0 (log10=3.4550) is outside the data range [10^1.6881, 10^3.3354].","Ground downstream: i=2183.0 (log10=3.3391) is outside the data range [10^1.6881, 10^3.3354]."
67131203,1DTQ80_852921571,VPST_800A,1DRP52_38935112,T_80A,Recloser-Fuse,,Ground upstream: FID 852921571 not in RecloserDatabase
67131203,1DTQ80_852921571,VPST_800A,1E2B38_38916043,K_30A,Recloser-Fuse,,Ground upstream: FID 852921571 not in RecloserDatabase
67131203,1CLQ97_668756171,TRIPSAVER_II_200A,2J0A01_787691914,K_25A,TripSaver-Fuse,"Phase downstream: i=3853.0 (log10=3.5858) is outside the data range [10^1.7717, 10^3.4144].","Ground downstream: i=3432.0 (log10=3.5355) is outside the data range [10^1.7717, 10^3.4144]."
67131203,1DTQ80_852921571,VPST_800A,1DMX88_38935130,T_80A,Recloser-Fuse,,Ground upstream: FID 852921571 not in RecloserDatabase
67131203,1DTQ80_852921571,VPST_800A,1DTQ78_38935120,T_80A,Recloser-Fuse,,Ground upstream: FID 852921571 not in RecloserDatabase
67131203,2NLB92_789491146,TRIPSAVER_II_200A,2NLB94_866323137,K_25A,TripSaver-Fuse,"Phase downstream: i=4211.0 (log10=3.6244) is outside the data range [10^1.7717, 10^3.4144].","Ground downstream: i=3969.0 (log10=3.5987) is outside the data range [10^1.7717, 10^3.4144]."
67131203,1DTQ80_852921571,VPST_800A,1E2B42_38916074,T_80A,Recloser-Fuse,,Ground upstream: FID 852921571 not in RecloserDatabase
67131203,67131203,DEFAULT_BREAKER,38920807,K_25A,Breaker-Fuse,"Phase downstream: i=4527.0 (log10=3.6558) is outside the data range [10^1.7717, 10^3.4144].","Ground downstream: i=4522.0 (log10=3.6553) is outside the data range [10^1.7717, 10^3.4144]."
67131203,393653291,T_65A,38926689,K_20A,Fuse-Fuse,,"Ground downstream: i=2193.0 (log10=3.3410) is outside the data range [10^1.6881, 10^3.3354]."
67131203,1DTQ80_852921571,VPST_800A,1DRP47_782003736,T_80A,Recloser-Fuse,,Ground upstream: FID 852921571 not in RecloserDatabase
67131203,1DTQ80_852921571,VPST_800A,1DTQ74_38935114,T_80A,Recloser-Fuse,,Ground upstream: FID 852921571 not in RecloserDatabase
67131203,2QDN60_854111083,VPST_800A,1DTQ80_852921571,VPST_800A,Recloser-Recloser,Phase downstream: FID 852921571 not in RecloserDatabase,Ground downstream: FID 852921571 not in RecloserDatabase
67131204,256K71_38921319,T_80A,1WQL86_654741415,K_20A,Fuse-Fuse,,"Ground downstream: i=2279.0 (log10=3.3577) is outside the data range [10^1.6881, 10^3.3354]."
67131204,67131204,DEFAULT_BREAKER,391793191,K_20A,Breaker-Fuse,"Phase downstream: i=4338.0 (log10=3.6373) is outside the data range [10^1.6881, 10^3.3354].","Ground downstream: i=4200.0 (log10=3.6232) is outside the data range [10^1.6881, 10^3.3354]."
67131204,38923901,T_80A,38918798,K_30A,Fuse-Fuse,"Phase downstream: i=3645.0 (log10=3.5617) is outside the data range [10^1.8914, 10^3.5273].",
67131204,67131204,DEFAULT_BREAKER,2A11-2_38923925,K_20A,Breaker-Fuse,"Phase downstream: i=3070.0 (log10=3.4871) is outside the data range [10^1.6881, 10^3.3354].","Ground downstream: i=2461.0 (log10=3.3911) is outside the data range [10^1.6881, 10^3.3354]."
67131204,38933720,T_40A,38935128,K_20A,Fuse-Fuse,,"Ground downstream: i=3210.0 (log10=3.5065) is outside the data range [10^1.6881, 10^3.3354]."
67131204,2A6-1_39010595,NVSS_800A,1RGM13_566044088,K_20A,Recloser-Fuse,,"Ground downstream: i=2571.0 (log10=3.4101) is outside the data range [10^1.6881, 10^3.3354]."
67271201,1LCK68_39010960,VPST_800A,38929550,K_20A,Recloser-Fuse,"Phase downstream: i=2870.0 (log10=3.4579) is outside the data range [10^1.6881, 10^3.3354].","Ground downstream: i=2413.0 (log10=3.3826) is outside the data range [10^1.6881, 10^3.3354]."
67271201,1TEN99_655793574,TRIPSAVER_II_100A,38920938,K_20A,TripSaver-Fuse,,"Ground downstream: i=3230.0 (log10=3.5092) is outside the data range [10^1.6881, 10^3.3354]."
67271201,1LCK68_39010960,VPST_800A,38899161,K_25A,Recloser-Fuse,"Phase downstream: i=3477.0 (log10=3.5412) is outside the data range [10^1.7717, 10^3.4144].","Ground downstream: i=3170.0 (log10=3.5011) is outside the data range [10^1.7717, 10^3.4144]."
67271201,1LCK68_39010960,VPST_800A,38922836,K_20A,Recloser-Fuse,"Phase downstream: i=2733.0 (log10=3.4366) is outside the data range [10^1.6881, 10^3.3354].","Ground downstream: i=2265.0 (log10=3.3551) is outside the data range [10^1.6881, 10^3.3354]."
67271203,67271203,DEFAULT_BREAKER,38917616,K_20A,Breaker-Fuse,"Phase downstream: i=3229.0 (log10=3.5091) is outside the data range [10^1.6881, 10^3.3354].","Ground downstream: i=2733.0 (log10=3.4366) is outside the data range [10^1.6881, 10^3.3354]."
67271203,38927187,T_80A,38922616,K_25A,Fuse-Fuse,"Phase downstream: i=3069.0 (log10=3.4870) is outside the data range [10^1.7717, 10^3.4144].",
67271203,243R91_38923772,T_80A,22DT56_697710668,UNK_UNKA,Fuse-Fuse,Phase downstream: Cannot determine fuse curve type for 'UNK_UNKA',Ground downstream: Cannot determine fuse curve type for 'UNK_UNKA'
67271203,67271203,DEFAULT_BREAKER,38920994,K_20A,Breaker-Fuse,"Phase downstream: i=4678.0 (log10=3.6701) is outside the data range [10^1.6881, 10^3.3354].","Ground downstream: i=5064.0 (log10=3.7045) is outside the data range [10^1.6881, 10^3.3354]."
67271203,1HFM73_524679841,T_80A,1HFM81_524679832,K_25A,Fuse-Fuse,"Phase downstream: i=3813.0 (log10=3.5813) is outside the data range [10^1.7717, 10^3.4144].","Ground downstream: i=3547.0 (log10=3.5499) is outside the data range [10^1.7717, 10^3.4144]."
67271203,243R91_38923772,T_80A,38924702,K_20A,Fuse-Fuse,"Phase downstream: i=2680.0 (log10=3.4281) is outside the data range [10^1.6881, 10^3.3354].",
67271204,W5_394524157,TRIPSAVER_II_100A,38927959,K_20A,TripSaver-Fuse,,"Ground downstream: i=2607.0 (log10=3.4161) is outside the data range [10^1.6881, 10^3.3354]."
67301202,67301202,DEFAULT_BREAKER,38915624,K_25A,Breaker-Fuse,,"Ground downstream: i=3277.0 (log10=3.5155) is outside the data range [10^1.7717, 10^3.4144]."
67301203,10C13_785767734,UNK_UNKA,38899567,K_25A,Fuse-Fuse,,Ground upstream: Cannot determine fuse curve type for 'UNK_UNKA'
67301203,10C13_785767734,UNK_UNKA,1E8G79_38923495,T_40A,Fuse-Fuse,,Ground upstream: Cannot determine fuse curve type for 'UNK_UNKA'
67301203,10C13_785767734,UNK_UNKA,1E3K71_38927020,T_40A,Fuse-Fuse,,Ground upstream: Cannot determine fuse curve type for 'UNK_UNKA'
67301203,9C4_39010581,L_200A,10C13_785767734,UNK_UNKA,Recloser-Fuse,,Ground downstream: Cannot determine fuse curve type for 'UNK_UNKA'
67301203,10C13_785767734,UNK_UNKA,10CNW5_38930525,T_40A,Fuse-Fuse,,Ground upstream: Cannot determine fuse curve type for 'UNK_UNKA'
67301203,9C4_39010581,L_200A,10C13_785767731,UNK_UNKA,Recloser-Fuse,,Ground downstream: Cannot determine fuse curve type for 'UNK_UNKA'
67301203,10C13_785767734,UNK_UNKA,10CN1_38920090,T_40A,Fuse-Fuse,,Ground upstream: Cannot determine fuse curve type for 'UNK_UNKA'
67301203,1K1F03_39010568,VPST_800A,2Q7T87_38918950,UNK_UNKA,Recloser-Fuse,,Ground downstream: Cannot determine fuse curve type for 'UNK_UNKA'
67301203,1K1F03_39010568,VPST_800A,785767748,UNK_UNKA,Recloser-Fuse,,Ground downstream: Cannot determine fuse curve type for 'UNK_UNKA'
67301203,9C4_39010581,L_200A,785767729,UNK_UNKA,Recloser-Fuse,,Ground downstream: Cannot determine fuse curve type for 'UNK_UNKA'
67301203,10C13_785767734,UNK_UNKA,10CN9_38929386,T_40A,Fuse-Fuse,,Ground upstream: Cannot determine fuse curve type for 'UNK_UNKA'
67311201,2BDH91_781706344,K_25A,2BDJ01_38917030,K_25A,Fuse-Fuse,,"Ground upstream: i=1243.0 (log10=3.0945) is outside the data range [10^1.6981, 10^3.0549]."
67311201,2BDH91_781706344,K_25A,2BDH98_38936425,K_25A,Fuse-Fuse,,"Ground upstream: i=1262.0 (log10=3.1011) is outside the data range [10^1.6981, 10^3.0549]."
67311202,3P13_654578857,TRIPSAVER_II_200A,779571456,UNK_UNKA,TripSaver-Fuse,,Ground downstream: Cannot determine fuse curve type for 'UNK_UNKA'
67311202,67311202,DEFAULT_BREAKER,38927612,K_25A,Breaker-Fuse,,"Ground downstream: i=4873.0 (log10=3.6878) is outside the data range [10^1.7717, 10^3.4144]."
67311202,397675947,T_40A,38918778,K_25A,Fuse-Fuse,,"Ground downstream: i=2850.0 (log10=3.4548) is outside the data range [10^1.7717, 10^3.4144]."
67311202,779571456,UNK_UNKA,20QR39_668555031,K_25A,Fuse-Fuse,,Ground upstream: Cannot determine fuse curve type for 'UNK_UNKA'
67311202,2DCC07_38952186,K_80A,3P9-14-2_38917612,K_25A,Fuse-Fuse,"Phase downstream: i=3074.0 (log10=3.4877) is outside the data range [10^1.7717, 10^3.4144].",
67311202,2P13_38916573,T_80A,1NKB17_573476710,K_30A,Fuse-Fuse,"Phase downstream: i=3406.0 (log10=3.5322) is outside the data range [10^1.8914, 10^3.5273].",
67311202,2P13_38916573,T_80A,38947387,K_25A,Fuse-Fuse,,"Ground downstream: i=2941.0 (log10=3.4685) is outside the data range [10^1.7717, 10^3.4144]."
67311202,3P12-1_654578866,TRIPSAVER_II_100A,38923276,K_25A,TripSaver-Fuse,"Phase downstream: i=3258.0 (log10=3.5130) is outside the data range [10^1.7717, 10^3.4144].","Ground downstream: i=2852.0 (log10=3.4551) is outside the data range [10^1.7717, 10^3.4144]."
67311202,P12_654578881,TRIPSAVER_II_200A,38931583,K_25A,TripSaver-Fuse,,"Ground downstream: i=2926.0 (log10=3.4663) is outside the data range [10^1.7717, 10^3.4144]."
67321202,1M1Y74_39010542,VPSS_800A,38930055,K_25A,Recloser-Fuse,,Ground upstream: FID 39010542 not in RecloserDatabase
67321202,01BD561_39010910,VPST_800A,405920443,K_20A,Recloser-Fuse,"Phase downstream: i=2588.0 (log10=3.4130) is outside the data range [10^1.6881, 10^3.3354].",
67321202,1M1Y74_39010542,VPSS_800A,38915778,T_65A,Recloser-Fuse,,Ground upstream: FID 39010542 not in RecloserDatabase
67321202,01BD561_39010910,VPST_800A,656213999,UNK_UNKA,Recloser-Fuse,,Ground downstream: Cannot determine fuse curve type for 'UNK_UNKA'
67321202,1M1Y74_39010542,VPSS_800A,38930115,K_25A,Recloser-Fuse,,Ground upstream: FID 39010542 not in RecloserDatabase
67321202,1M1Y74_39010542,VPSS_800A,38933197,K_25A,Recloser-Fuse,,Ground upstream: FID 39010542 not in RecloserDatabase
67321202,1M1Y74_39010542,VPSS_800A,1M1Y75_38931575,T_65A,Recloser-Fuse,,Ground upstream: FID 39010542 not in RecloserDatabase
67321202,1M1Y74_39010542,VPSS_800A,38935386,K_25A,Recloser-Fuse,,Ground upstream: FID 39010542 not in RecloserDatabase
67321202,1M1Y74_39010542,VPSS_800A,38916543,T_65A,Recloser-Fuse,,Ground upstream: FID 39010542 not in RecloserDatabase
67321202,67321202,DEFAULT_BREAKER,1M1Y74_39010542,VPSS_800A,Breaker-Recloser,,Ground downstream: FID 39010542 not in RecloserDatabase
67351201,67351201,DEFAULT_BREAKER,2K1_769154275,UNK_UNKA,Breaker-Fuse,,Ground downstream: Cannot determine fuse curve type for 'UNK_UNKA'
67351201,67351201,DEFAULT_BREAKER,38947506,K_25A,Breaker-Fuse,,"Ground downstream: i=4376.0 (log10=3.6411) is outside the data range [10^1.7717, 10^3.4144]."
67351201,2K6_38928138,T_80A,2KM2_38919391,K_25A,Fuse-Fuse,"Phase downstream: i=3371.0 (log10=3.5278) is outside the data range [10^1.7717, 10^3.4144].","Ground downstream: i=2760.0 (log10=3.4409) is outside the data range [10^1.7717, 10^3.4144]."
67351201,2K6_38928138,T_80A,2FEM96_38950047,K_25A,Fuse-Fuse,"Phase downstream: i=3377.0 (log10=3.5285) is outside the data range [10^1.7717, 10^3.4144].","Ground downstream: i=2767.0 (log10=3.4420) is outside the data range [10^1.7717, 10^3.4144]."
67351201,67351201,DEFAULT_BREAKER,2J6K26_779955070,K_20A,Breaker-Fuse,,"Ground downstream: i=3053.0 (log10=3.4847) is outside the data range [10^1.6881, 10^3.3354]."
67351201,38922391,T_40A,38942119,K_25A,Fuse-Fuse,,"Ground downstream: i=3036.0 (log10=3.4823) is outside the data range [10^1.7717, 10^3.4144]."
67351203,165585365,K_80A,2BMC26_786708109,K_65A,Fuse-Fuse,"Phase upstream: i=4341.0 (log10=3.6376) is outside the data range [10^2.1904, 10^3.5585].","Ground upstream: i=4071.0 (log10=3.6097) is outside the data range [10^2.1904, 10^3.5585]."
67351204,67351204,DEFAULT_BREAKER,38952967,K_20A,Breaker-Fuse,"Phase downstream: i=3264.0 (log10=3.5138) is outside the data range [10^1.6881, 10^3.3354].","Ground downstream: i=2638.0 (log10=3.4213) is outside the data range [10^1.6881, 10^3.3354]."
67351204,38930479,K_65A,453072833,K_25A,Fuse-Fuse,"Phase upstream: i=4340.0 (log10=3.6375) is outside the data range [10^2.0960, 10^3.4551].; Phase downstream: i=4340.0 (log10=3.6375) is outside the data range [10^1.7717, 10^3.4144].","Ground upstream: i=4070.0 (log10=3.6096) is outside the data range [10^2.0960, 10^3.4551].; Ground downstream: i=4070.0 (log10=3.6096) is outside the data range [10^1.7717, 10^3.4144]."
67351204,67351204,DEFAULT_BREAKER,5HL3_38924789,K_25A,Breaker-Fuse,"Phase downstream: i=2890.0 (log10=3.4609) is outside the data range [10^1.7717, 10^3.4144].",
67351204,67351204,DEFAULT_BREAKER,5HL2_38916555,K_25A,Breaker-Fuse,"Phase downstream: i=2927.0 (log10=3.4664) is outside the data range [10^1.7717, 10^3.4144].",
67361201,V5_39011015,CMR_140A,38944066,K_25A,Recloser-Fuse,,"Ground downstream: i=2756.0 (log10=3.4403) is outside the data range [10^1.7717, 10^3.4144]."
67361202,20RG29_671672016,VPST_800A,385111742,T_40A,Recloser-Fuse,,Ground upstream: FID 671672016 not in RecloserDatabase
67361202,26JE45_787777264,VPST_800A,10L13_38918475,T_80A,Recloser-Fuse,,Ground upstream: FID 787777264 not in RecloserDatabase
